het_code,smiles,protonated_smiles,ph,n_pka_sites,pka_values,method
SQ9,Cc1c(cccc1S(=O)(=O)N)c2[nH]c3c(n2)nc(nc3OCC4CCCCC4)N,Cc1c(-c2nc3nc(N)nc(OCC4CCCCC4)c3[nH]2)cccc1S(N)(=O)=O,7.4,8,3.97;4.26;4.74;5.22;7.08;8.87;9.53;9.77,pkasolver
ST8,c1cc(ccc1C(=O)N)Nc2nc(c(c(n2)OCC3CCCCC3)N=O)N,NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,7.4,8,3.48;3.51;4.16;4.90;6.42;8.62;9.00;9.79,pkasolver
SY8,CC(=O)CCCN,CC(=O)CCC[NH3+],7.4,1,9.79,pkasolver
SZL,COc1c2c([nH]cn2)ncn1,COc1ncnc2[nH]cnc12,7.4,5,2.89;2.93;3.44;5.14;8.77,pkasolver
T1T,c1cc2c(c3c1[nH]nc3)c4c(c(n2)c5cn[nH]c5C(F)(F)F)CS(=O)CC4,O=S1CCc2c(c(-c3cn[n-]c3C(F)(F)F)nc3ccc4[nH]ncc4c23)C1,7.4,7,3.51;3.96;4.68;4.74;4.76;5.57;7.89,pkasolver
T2A,Cc1c2cnc(nn2c(n1)c3ccccc3)Nc4cc(c(c(c4)OC)OC)OC,COc1cc(Nc2ncc3c(C)nc(-c4ccccc4)n3n2)cc(OC)c1OC,7.4,4,3.31;4.45;5.72;8.98,pkasolver
T3C,Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)N4CCCNCC4)C#N,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCC[NH2+]CC4)c3)ncc2C#N)s1,7.4,7,3.89;4.76;5.44;5.87;8.38;8.78;9.30,pkasolver
T3E,Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)S(=O)(=O)N)C#N,CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2C#N)s1,7.4,8,2.63;2.88;3.78;4.09;6.52;8.03;8.58;9.03,pkasolver
T5G,c1cc(ccc1S(=O)(=O)N)Br,NS(=O)(=O)c1ccc(Br)cc1,7.4,2,6.61;9.37,pkasolver
T6Q,Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)N4CCCN(CC4)C(=O)C)C#N,CNc1nc(C)c(-c2nc(Nc3cccc(N4CCCN(C(C)=O)CC4)c3)ncc2C#N)s1,7.4,7,3.47;3.82;4.99;5.36;6.78;8.28;8.92,pkasolver
T7Z,Cc1ccc(cc1S(=O)(=O)N2CCOCC2)Nc3ncc(c(n3)C4=C(NC(=NC)S4)C)C#N,CN=c1[nH]c(C)c(-c2nc(Nc3ccc(C)c(S(=O)(=O)[NH+]4CCOCC4)c3)ncc2C#N)s1,7.4,7,3.45;3.51;3.59;3.66;4.09;8.09;9.18,pkasolver
T9N,Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)O)C#N,CNc1nc(C)c(-c2nc(Nc3cccc(O)c3)ncc2C#N)s1,7.4,7,3.33;4.57;5.11;5.40;7.89;8.44;8.89,pkasolver
TBS,c12c(c(c(c(c1Br)Br)Br)Br)nn[nH]2,Brc1c(Br)c(Br)c2[n-]nnc2c1Br,7.4,3,3.66;4.50;4.51,pkasolver
TIY,c1c2c(c(c(c1O)O)O)C(=O)C(=CC=C2)O,O=c1c([O-])cccc2cc([O-])c([O-])c([O-])c12,7.4,4,5.12;5.32;6.73;7.08,pkasolver
TJF,Cc1c(sc(n1)NC)c2c(cnc(n2)Nc3cccc(c3)C(=O)N4CCOCC4)C#N,CNc1nc(C)c(-c2nc(Nc3cccc(C(=O)[NH+]4CCOCC4)c3)ncc2C#N)s1,7.4,7,2.76;3.22;3.76;4.24;4.49;7.88;8.59,pkasolver
U32,CC(C)c1cnc(s1)Nc2ccc(cc2)S(=O)(=O)N,CC(C)c1cnc(Nc2ccc(S(N)(=O)=O)cc2)s1,7.4,5,2.78;3.56;7.23;9.44;10.30,pkasolver
U55,c1cc(ccc1Nc2cc(ncn2)N)S(=O)(=O)N,Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1,7.4,4,5.06;5.99;6.75;10.72,pkasolver
U73,CC(C)c1cnc(s1)NC(=O)Cc2cccnc2,CC(C)c1cnc(NC(=O)Cc2cccnc2)s1,7.4,4,3.59;5.11;6.66;9.93,pkasolver
UCN,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)N[C@@H]8O)NC)OC,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,7.4,4,4.38;6.37;7.84;8.69,pkasolver
UN4,c1[nH]c2c(n1)c(nc(n2)N)OC[C@H]3CCC(=O)N3,Nc1nc(OC[C@H]2CCC(=O)N2)c2nc[nH]c2n1,7.4,7,3.97;4.08;5.18;5.75;8.80;9.22;10.74,pkasolver
UU1,c1c(cn(n1)CCO)Br,OCCn1cc(Br)cn1,7.4,2,2.96;8.65,pkasolver
UUG,COc1cc(ccc1CO)Br,COc1cc(Br)ccc1CO,7.4,1,9.87,pkasolver
UUS,C1=CN(C(=O)C=C1Br)CCO,O=c1cc(Br)ccn1CCO,7.4,1,8.60,pkasolver
UUV,COCCn1cc(cn1)Br,COCCn1cc(Br)cn1,7.4,1,2.88,pkasolver
V3U,COCCN1C=CC(=CC1=O)Br,COCCn1ccc(Br)cc1=O,7.4,0,,pkasolver:no_ionizable
VAR,c1cnc(n2c1c(c3c2nccc3O)c4ccnc(n4)N)N,[NH-]c1nccc2c(-c3ccnc(N)n3)c3c([O-])ccnc3n12,7.4,9,3.38;4.05;4.18;4.26;4.72;5.17;6.82;7.23;7.89,pkasolver
W3A,c1c(cn(n1)CC(=O)O)Br,O=C([O-])Cn1cc(Br)cn1,7.4,2,2.37;2.61,pkasolver
W3D,C1=CN(C(=O)C=C1Br)CC(=O)O,O=C([O-])Cn1ccc(Br)cc1=O,7.4,1,2.98,pkasolver
W5W,Cc1cc(c(c2c1C(=O)OC3=C(C(=O)[C@H]([C@]([C@H]3O2)(C)OC)O)C)C)O,CO[C@@]1(C)[C@H]([O-])C(=O)C(C)=C2OC(=O)c3c(C)cc([O-])c(C)c3O[C@@H]21,7.4,2,3.82;5.79,pkasolver
WG1,C[C@]1(CCC[C@H]1N2c3c(cnc(n3)NC4CCN(CC4)S(=O)(=O)C)C=C(C2=O)C(F)F)O,C[C@@]1(O)CCC[C@H]1n1c(=O)c(C(F)F)cc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc21,7.4,4,3.74;4.40;5.23;8.07,pkasolver
WG8,c1cc2ccc(nc2c(c1)O)C3=N[C@H](CS3)C(=O)O,O=C([O-])[C@H]1CSC(c2ccc3cccc(O)c3n2)=N1,7.4,3,3.33;4.73;7.48,pkasolver
WQ6,C[C@H]1CCCN1C(=O)c2ccc3cnc(nc3c2)NC4CCN(CC4)S(=O)(=O)C,C[C@H]1CCCN1C(=O)c1ccc2cnc(NC3CCN(S(C)(=O)=O)CC3)nc2c1,7.4,5,3.82;3.89;4.18;4.31;5.32,pkasolver
WQK,Cc1cc(ccc1Nc2ncc3ccc(cc3n2)C(=O)N4CCC[C@@H]4C)S(=O)(=O)NC,CNS(=O)(=O)c1ccc(Nc2ncc3ccc(C(=O)[NH+]4CCC[C@@H]4C)cc3n2)c(C)c1,7.4,7,4.08;4.20;4.33;4.60;4.99;8.87;10.38,pkasolver
WXV,CNC(=O)c1c2ccc3cnc(nc3c2n(n1)C)NC4CCN(CC4)S(=O)(=O)C,CNC(=O)c1nn(C)c2c1ccc1cnc(NC3CCN(S(C)(=O)=O)CC3)nc12,7.4,7,3.07;3.87;3.94;4.16;4.42;5.41;8.71,pkasolver
WY3,c1cc2c(cc1O)OC(=O)C=C2CN3CCOCC3,O=c1cc(CN2CCOCC2)c2ccc(O)cc2o1,7.4,2,5.79;8.17,pkasolver
WZU,c1cc2nc(c1)Nc3cc([nH]n3)[C@H]4CC[C@H](C4)OC(=O)NCCCNC2=O,O=C1[NH2+]CCCNC(=O)c2cccc(n2)Nc2cc([nH]n2)[C@H]2CC[C@H](C2)O1,7.4,9,5.14;5.87;6.14;6.55;7.40;9.01;9.31;9.74;10.27,pkasolver
WZZ,CC(C)NC(=O)O[C@@H]1CC[C@@H](C1)c2cc(n[nH]2)Nc3ccccn3,CC(C)NC(=O)O[C@@H]1CC[C@H](c2cc(Nc3ccccn3)n[nH]2)C1,7.4,7,4.36;5.09;5.81;6.23;9.27;10.27;10.81,pkasolver
X01,c1cc(c(cc1C#N)c2ncnc(n2)N)O,N#Cc1ccc([O-])c(-c2ncnc([NH-])n2)c1,7.4,4,3.19;4.32;6.90;7.36,pkasolver
X02,C=CCNc1nc(c(s1)C(=O)c2ccccc2)N,C=CCNc1nc(N)c(C(=O)c2ccccc2)s1,7.4,5,3.18;3.55;4.48;8.92;9.33,pkasolver
X03,CCC(C)(C)[C@@H]1CCc2c(c(n[nH]2)C(=O)NN)C1,CCC(C)(C)[C@@H]1CCc2[nH]nc(C(=O)NN)c2C1,7.4,4,4.54;5.54;8.43;10.86,pkasolver
X06,c1cc(c(cc1Cl)c2nc(nc(n2)N)N)O,Nc1nc(N)nc(-c2cc(Cl)ccc2O)n1,7.4,6,3.58;4.66;4.76;7.47;7.76;8.35,pkasolver
X07,c1cc(cnc1)CNc2ccc(cc2C(=O)N)[N+](=O)[O-],NC(=O)c1cc([N+](=O)[O-])ccc1NCc1cccnc1,7.4,5,3.13;4.42;5.66;8.33;9.79,pkasolver
X0A,c1ccc(cc1)Nc2nc(nc(n2)N)c3cc(ccc3O)Cl,Nc1nc(Nc2ccccc2)nc(-c2cc(Cl)ccc2O)n1,7.4,6,3.67;4.83;5.32;7.48;8.03;9.14,pkasolver
X11,c1ccc(c(c1)c2nc(nc(n2)N)N)O,Nc1nc(N)nc(-c2ccccc2O)n1,7.4,6,3.62;4.81;4.91;7.66;7.95;8.81,pkasolver
X14,CCC(C)(C)[C@@H]1CCc2c(c([nH]n2)C(=O)NCc3ccc(cc3)S(=O)(=O)N)C1,CCC(C)(C)[C@@H]1CCc2n[nH]c(C(=O)NCc3ccc(S(N)(=O)=O)cc3)c2C1,7.4,6,4.08;4.19;6.74;8.39;9.73;11.05,pkasolver
X19,CCC(C)(C)[C@H]1CCc2c(c([nH]n2)C(=O)NC)C1,CCC(C)(C)[C@H]1CCc2n[nH]c(C(=O)NC)c2C1,7.4,4,5.20;5.38;9.00;11.12,pkasolver
X1N,Cc1nc2c(s1)-c3c(cnc(n3)N=C4CC=CC(=C4)[N+](=O)[O-])CC2,Cc1nc2c(s1)-c1nc(N=C3C=C([N+](=O)[O-])C=CC3)ncc1CC2,7.4,3,3.59;3.95;4.16,pkasolver
X35,C=CCNc1nc(c(s1)C(=O)c2cccnc2)N,C=CCNc1nc(N)c(C(=O)c2cccnc2)s1,7.4,5,3.13;3.63;4.47;8.92;9.33,pkasolver
X36,c1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccccc3)N,Nc1nc(Nc2ccccc2)sc1C(=O)c1ccccc1,7.4,5,3.02;3.73;4.64;9.11;9.84,pkasolver
X3A,c1ccc(cc1)Nc2nc(c(s2)C(=O)c3cccnc3)N,Nc1nc(Nc2ccccc2)sc1C(=O)c1cccnc1,7.4,6,3.19;3.39;3.76;4.66;9.11;9.86,pkasolver
X40,c1cc(cnc1)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1cccnc1,7.4,4,3.71;4.69;5.93;10.13,pkasolver
X42,c1cc(cc(c1)F)C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1cccc(F)c1,7.4,3,3.66;5.86;9.96,pkasolver
X43,c1cc(cc(c1)[N+](=O)[O-])C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1cccc([N+](=O)[O-])c1,7.4,3,3.60;5.22;9.42,pkasolver
X44,c1cc(ccc1C(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N)S(=O)(=O)N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1ccc(S(N)(=O)=O)cc1,7.4,3,4.42;6.49;10.21,pkasolver
X46,COc1cccc(c1)C(=O)c2c(nc(s2)Nc3ccccc3)N,COc1cccc(C(=O)c2sc(Nc3ccccc3)nc2N)c1,7.4,5,3.14;3.86;4.74;9.10;9.80,pkasolver
X4B,c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl,NC(=O)c1cc([N+](=O)[O-])c(Cl)cc1NCc1cccnc1,7.4,5,3.07;4.18;5.21;7.74;9.10,pkasolver
X62,c1c(c(cc(c1[N+](=O)[O-])Cl)NCc2cnc(nc2)Cl)C(=O)N,[NH-]C(=O)c1cc([N+](=O)[O-])c(Cl)cc1NCc1cnc(Cl)nc1,7.4,5,2.70;3.10;4.78;7.06;8.47,pkasolver
X63,c1c(c(cc(c1[N+](=O)[O-])NCCO)NCc2cnc(nc2)N)C(=O)N,NC(=O)c1cc([N+](=O)[O-])c(NCCO)cc1NCc1cnc(N)nc1,7.4,10,3.04;3.57;4.05;4.79;6.28;7.96;8.09;8.63;9.18;9.71,pkasolver
X65,c1cc(ccc1CNc2ccc(cc2C(=O)N)[N+](=O)[O-])S(=O)(=O)N,NC(=O)c1cc([N+](=O)[O-])ccc1NCc1ccc(S(N)(=O)=O)cc1,7.4,6,3.01;6.50;7.07;8.55;8.93;10.12,pkasolver
X66,c1cc(c(cc1O)c2nc(nc(n2)N)N)O,Nc1nc(N)nc(-c2cc(O)ccc2O)n1,7.4,7,4.18;5.24;5.33;7.81;8.04;8.40;9.00,pkasolver
X67,c1cc(c(cc1F)c2nc(nc(n2)N)N)O,Nc1nc(N)nc(-c2cc(F)ccc2O)n1,7.4,6,3.64;4.75;4.86;7.50;7.79;8.41,pkasolver
X69,COc1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cccnc2,COc1cc(NCc2cccnc2)c(C(N)=O)cc1[N+](=O)[O-],7.4,5,3.37;4.75;5.95;8.42;9.67,pkasolver
X6A,c1c(c(cc(c1[N+](=O)[O-])Cl)NCc2cnc(nc2)N)C(=O)N,[NH-]c1ncc(CNc2cc(Cl)c([N+](=O)[O-])cc2C(N)=O)cn1,7.4,7,2.81;3.25;3.86;4.90;7.19;7.75;8.98,pkasolver
X6B,c1cc(cc(c1)F)NC(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)Nc1cccc(F)c1,7.4,5,4.11;5.30;5.83;9.89;10.59,pkasolver
X72,c1c(c(cc(c1[N+](=O)[O-])Cl)NCc2cncnc2)C(=O)N,NC(=O)c1cc([N+](=O)[O-])c(Cl)cc1NCc1cncnc1,7.4,5,2.82;3.42;5.08;7.55;8.89,pkasolver
X73,c1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2ccc(nc2)Cl,NC(=O)c1cc([N+](=O)[O-])ccc1NCc1ccc(Cl)nc1,7.4,5,2.71;3.32;5.48;8.11;9.51,pkasolver
X75,c1cc(ncc1CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl)Cl,NC(=O)c1cc([N+](=O)[O-])c(Cl)cc1NCc1ccc(Cl)nc1,7.4,5,2.72;3.30;5.08;7.53;8.84,pkasolver
X76,c1ccc(c(c1)C(=O)N)NCc2cccnc2,NC(=O)c1ccccc1NCc1cccnc1,7.4,5,3.43;4.93;6.31;9.19;10.72,pkasolver
X84,c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])NCCCO,NC(=O)c1cc([N+](=O)[O-])c(NCCCO)cc1NCc1cccnc1,7.4,8,3.28;4.18;5.56;6.86;8.46;8.88;9.38;9.95,pkasolver
X85,c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])NCCCN3CCOCC3,NC(=O)c1cc([N+](=O)[O-])c(NCCCN2CCOCC2)cc1NCc1cccnc1,7.4,8,3.52;4.24;5.51;6.74;7.15;8.86;9.33;9.83,pkasolver
X86,COCCCNc1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cccnc2,COCCCNc1cc(NCc2cccnc2)c(C(N)=O)cc1[N+](=O)[O-],7.4,7,3.28;4.14;5.52;6.82;8.86;9.39;9.93,pkasolver
X87,c1cc(cnc1)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])NCCCN,NC(=O)c1cc([N+](=O)[O-])c(NCCC[NH3+])cc1NCc1cccnc1,7.4,8,3.38;4.50;5.87;7.16;8.77;8.98;9.44;9.99,pkasolver
X88,c1cc(c(cc1[N+](=O)[O-])C(=O)N)NCc2cnccn2,[NH-]C(=O)c1cc([N+](=O)[O-])ccc1NCc1cnccn1,7.4,5,2.66;3.41;4.73;7.09;9.04,pkasolver
X96,c1cc(ccc1CN)CNc2ccc(cc2C(=O)N)[N+](=O)[O-],NC(=O)c1cc([N+](=O)[O-])ccc1NCc1ccc(C[NH3+])cc1,7.4,5,3.42;6.24;8.14;8.60;10.05,pkasolver
X9I,c1cc(ccc1CNc2ccc(cc2C(=O)N)[N+](=O)[O-])C(=O)O,[NH-]C(=O)c1cc([N+](=O)[O-])ccc1[N-]Cc1ccc(C(=O)[O-])cc1,7.4,5,3.37;3.78;4.42;5.13;6.60,pkasolver
XA0,c1c(cc(c(c1F)F)F)CNc2cc(c(cc2C(=O)N)[N+](=O)[O-])Cl,NC(=O)c1cc([N+](=O)[O-])c(Cl)cc1NCc1cc(F)c(F)c(F)c1,7.4,4,3.38;5.28;7.45;8.74,pkasolver
XKU,CC(C)(Cn1cc(cn1)c2c(cnc(n2)NC3CCN(CC3)S(=O)(=O)C4CC4)C(F)(F)F)O,CC(C)(O)Cn1cc(-c2nc(NC3CCN(S(=O)(=O)C4CC4)CC3)ncc2C(F)(F)F)cn1,7.4,5,3.54;3.77;4.67;5.52;8.45,pkasolver
Y8L,CC1=C(SC(=O)N1C)c2ccnc(n2)N=C3CC=C(C=C3)N4CCNCC4,Cc1c(-c2ccnc(N=C3C=CC([NH+]4CC[NH2+]CC4)=CC3)n2)sc(=O)n1C,7.4,4,4.77;5.09;7.53;8.56,pkasolver
YNK,CC1(CC[C@@H](CN1)Nc2ncc(c(n2)c3c[nH]c4c3ccc(c4P(=O)(C)C)C#N)C(F)(F)F)C,CC1(C)CC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[n-]c4c(P(C)(C)=O)c(C#N)ccc34)n2)CN1,7.4,6,3.09;3.51;3.73;4.09;5.81;6.75,pkasolver
YOS,COc1ccc(cc1c2ccnc3c2cc([nH]3)C4=CCN(CC4)C5CCC(CC5)CC(=O)O)F,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CC[NH+](C4CCC(CC(=O)[O-])CC4)CC3)cc12,7.4,5,4.91;6.15;6.93;8.59;9.79,pkasolver
Z02,c1ccnc(c1)CNc2ccc(cc2C(=O)N)[N+](=O)[O-],NC(=O)c1cc([N+](=O)[O-])ccc1NCc1ccccn1,7.4,5,3.02;4.32;5.35;7.81;9.59,pkasolver
Z04,c1c(c(cc(c1[N+](=O)[O-])N2CCOCC2)NCc3cnc(nc3)N)C(=O)N,NC(=O)c1cc([N+](=O)[O-])c(N2CCOCC2)cc1NCc1cnc(N)nc1,7.4,8,3.02;3.59;3.90;4.74;5.94;7.85;8.39;9.42,pkasolver
Z14,c1c(c(cc(c1[N+](=O)[O-])N2CCC(CC2)N)NCc3cnc(nc3)N)C(=O)N,NC(=O)c1cc([N+](=O)[O-])c(N2CCC([NH3+])CC2)cc1NCc1cnc(N)nc1,7.4,9,3.50;4.19;5.28;5.52;6.92;8.04;8.24;8.75;9.67,pkasolver
Z19,c1ccc2c(c1)c(n[nH]2)C(=O)NN,NNC(=O)c1n[nH]c2ccccc12,7.4,4,3.37;5.24;8.17;10.93,pkasolver
Z30,CC(C)(C)[C@@H]1CCc2c(c(n[nH]2)C(=O)NN)C1,CC(C)(C)[C@@H]1CCc2[nH]nc(C(=O)NN)c2C1,7.4,4,4.46;5.49;8.42;10.94,pkasolver
Z31,C=CCNc1nc(c(s1)C(=O)c2ccc3ccccc3c2)N,C=CCNc1nc(N)c(C(=O)c2ccc3ccccc3c2)s1,7.4,5,3.31;3.58;4.53;8.95;9.31,pkasolver
Z46,CCC[C@@H]1CCc2c(c(n[nH]2)C(=O)NN)C1,CCC[C@@H]1CCc2[nH]nc(C(=O)NN)c2C1,7.4,4,4.53;5.52;8.48;10.95,pkasolver
Z60,C=CCNc1nc(c(s1)C(=O)c2ccc(s2)Cl)N,C=CCNc1nc(N)c(C(=O)c2ccc(Cl)s2)s1,7.4,5,3.16;3.46;4.29;8.36;8.72,pkasolver
Z62,C=CCNc1nc(c(s1)C(=O)c2cccc(c2)[N+](=O)[O-])N,C=CCNc1nc(N)c(C(=O)c2cccc([N+](=O)[O-])c2)s1,7.4,5,3.27;3.32;4.04;8.19;8.55,pkasolver
Z63,C=CCNc1nc(c(s1)C(=O)c2ccncc2)N,C=CCNc1nc(N)c(C(=O)c2ccncc2)s1,7.4,5,3.13;3.86;4.32;8.83;9.27,pkasolver
Z67,c1cc(c(c(c1)F)NC(=O)c2c(nc(s2)Nc3ccc(cc3)S(=O)(=O)N)N)F,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)Nc1c(F)cccc1F,7.4,5,4.55;5.63;5.94;9.14;10.29,pkasolver
Z68,c1cc(cc(c1)[N+](=O)[O-])C(=O)c2c(nc(s2)NC3CCCCC3)N,Nc1nc(NC2CCCCC2)sc1C(=O)c1cccc([N+](=O)[O-])c1,7.4,3,3.41;5.65;8.10,pkasolver
Z71,c1cc(ccc1Nc2nc(c(s2)C(=O)Nc3cc(cc(c3)F)F)N)S(=O)(=O)N,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)Nc1cc(F)cc(F)c1,7.4,5,4.14;5.31;5.77;9.57;10.34,pkasolver
ZGY,c1cc(c(c(c1)F)C(=O)N)Nc2c(cnc(n2)Nc3ccc(cc3)S(=O)(=O)NCC#N)Br,N#CCNS(=O)(=O)c1ccc(Nc2ncc(Br)c(Nc3cccc(F)c3C([NH-])=O)n2)cc1,7.4,8,3.80;3.90;3.98;4.95;7.26;7.99;8.90;10.35,pkasolver
ZIP,CC(=CCNc1c2c([nH]cn2)ncn1)C,CC(C)=CCNc1ncnc2[nH]cnc12,7.4,6,3.31;5.24;6.02;6.19;9.12;9.47,pkasolver
ZXC,c1cc(sc1)C(=O)Nc2c3c([nH]cn3)ncn2,O=C(Nc1ncnc2[nH]cnc12)c1cccs1,7.4,6,3.01;3.17;3.74;4.80;7.92;9.03,pkasolver
